Combustível calcinador (t/h),Combustível forno (t/h),Alimentação (t/h),Velocidade do exaustor(%),Temperatura Ar Secundário,O2% - CAIXA,NOx (ppm) - CAIXA,O2% - Saida da Torre de ciclone,Temperatura na Caixa de Fumaça ,Torque do Motor ,CaO Livre
11.618818435012448,9.614514378682959,367.0744250943339,64.01735026476153,1093.5612056462594,3.4874176944530317,1030.8062710938682,4.0661984514110365,1039.868887750602,44.44776673826256,1.7443964444444446
11.619880146818232,9.617314338182334,367.09815403592023,64.00141528088307,1093.7938087923092,3.48890374505439,1030.8787824317099,4.062295485521916,1039.8014972861786,44.44874379347494,1.747177777777778
11.61919326927514,9.620110121495484,367.1214870881477,63.98556790451537,1093.9958459282166,3.488910739030246,1030.9479361001654,4.05840410857637,1039.7352124008416,44.4451050254174,1.7499639999999999
11.618928942364755,9.622907524544242,367.14510340874796,63.96956564564178,1094.190709277977,3.488631951657498,1030.999231986588,4.05544043907309,1039.6701385772303,44.43917426215141,1.7527524444444447
11.621316911846627,9.62562437631493,367.1693356281676,63.95339885368594,1094.4039585512394,3.4883770923391757,1030.9648188600495,4.052867708851832,1039.5940447906635,44.43245967386609,1.755543111111111
11.625628655153418,9.628021578925905,367.19233297634275,63.93736886455277,1094.6271826962952,3.4887330173081454,1030.9309063761896,4.048767414096935,1039.5036161426324,44.426270132473455,1.7583368888888888
11.62818585992785,9.630421116475985,367.2244476057831,63.92488238477788,1094.823658004556,3.4881714612898564,1030.8996132016798,4.0438914530332575,1039.4327756192483,44.42502641341983,1.761144888888889
11.630744624100718,9.632820466196572,367.2572942852032,63.91286902206446,1095.0268609688515,3.487401287490854,1030.8853425960222,4.039344137451214,1039.3557734212998,44.41998563874729,1.7639471111111111
11.632331649357482,9.635040450760203,367.291672887958,63.90090349646818,1095.2416990444044,3.4867133906923162,1030.9617710777495,4.035108733798117,1039.2728636619242,44.41328471034153,1.7667435555555555
11.633502030637429,9.63704184534327,367.3309773914226,63.88886972021976,1095.4728890968327,3.485873250144497,1031.1231360169154,4.031137516354548,1039.1819509503948,44.40640859298977,1.7695342222222223
11.634782103273688,9.639036008673676,367.3720344111736,63.876811262597016,1095.7557674418808,3.4869822775698567,1031.1990297605307,4.028078209159984,1039.1063889436152,44.40060897740205,1.772339111111111
11.636180777716447,9.641035414498536,367.41231918143376,63.864894551992826,1096.0386845432788,3.4887543024661873,1031.1218237922017,4.025586199395852,1039.0319292183244,44.39389436588504,1.775138222222222
11.637484094882272,9.643034440128016,367.4521332420648,63.85284241023377,1096.3350160228886,3.491166104371515,1031.044147924356,4.023259472795313,1038.9585318196446,44.38961110396456,1.7779315555555555
11.64057750974227,9.645035292866423,367.491018613583,63.840538842165856,1096.6261238134416,3.4983846107627423,1031.0628606552445,4.021309065164338,1038.8720377488999,44.38634744229216,1.7806693333333332
11.64460370662794,9.647039819079536,367.52976124890097,63.82874206893684,1096.9005909491234,3.5048613705234968,1031.1460723714083,4.018329443686888,1038.766974147575,44.385060277036494,1.7834026666666667
11.648456650385382,9.649044561201968,367.5700746569705,63.816891672860216,1097.1703460842316,3.510061281826234,1031.2030742511222,4.014568342225196,1038.6555834200126,44.38156171680091,1.7861328888888888
11.651355260308986,9.65104674092675,367.61021750281094,63.804943551681994,1097.4093160746625,3.5104002346093583,1031.222955879981,4.010911969325556,1038.5560093617648,44.375425872165266,1.788868
11.653466954484571,9.653048457488131,367.65023862278525,63.79292825867562,1097.6429474586166,3.5130341011008657,1031.2064916233862,4.007589307338951,1038.4569461263234,44.3691121892767,1.7915973333333335
11.656249352332406,9.655044593161568,367.69115523948784,63.78091517611985,1097.8643132084376,3.517229953489219,1031.1866870757922,4.004458934203542,1038.3458821659387,44.36319597362168,1.7943208888888886
11.65983753310224,9.657046864216493,367.7314329877263,63.768929208065586,1098.0857834456995,3.522190810451867,1031.2421063223437,4.001358613221568,1038.2191655305119,44.35901856912137,1.7970386666666667
11.66377139718142,9.659047990961268,367.77143625465214,63.75697790594639,1098.293694827363,3.5270765127516484,1031.2107120299174,3.9980319936961317,1038.0927743439076,44.35767540196101,1.799752
11.669480613628387,9.661846215356459,367.8113609222491,63.74877099433105,1098.1267827362979,3.5302907015103075,1031.3071058378719,3.9953027868312527,1037.9951504929347,44.352866825078685,1.8015657777777778
11.674697804051773,9.664641980707414,367.8512149264491,63.740556105044085,1097.9494745383429,3.533500066880763,1031.2946945809308,3.9930059112764744,1037.904742639162,44.343683992747195,1.8033884444444443
11.557336248952481,9.9264875634471,371.48065767904563,63.097902336604754,1107.4243451590567,3.579339733334237,1016.1840624560526,3.8035051706722216,1040.330475127476,43.89117268092965,1.802199111111111
11.557622919287086,9.930889527108011,371.64093654275865,63.109887410429685,1107.7476280488636,3.574892493185362,1016.5355816032555,3.799114299328994,1040.427441815542,43.895187699324424,1.8004313333333333
11.557802467605685,9.934916700029705,371.8003587105852,63.12197913412449,1108.0420657205086,3.5703539774845634,1016.3398560438704,3.795157589478806,1040.5274470707975,43.89859307110699,1.7986657777777777
